id,post_id,shortcode,post_url,username,caption,likes_count,comments_count,posted_at,scraped_at,metadata,nama_resto,akun_resto,alamat,nomor_telepon,jam_operasional,caption_bersih,alamat_resolved,has_cta,caption_no_cta,jumlah_kata,jenis_tempat,akun_resto_norm,ig_username,ig_full_name,ig_category,ig_bio,ig_followers,ig_is_business,lokasi,alamat_final,jam_buka,jam_tutup
666,3723358094102772582,DOsBnWakjtm,https://www.instagram.com/p/DOsBnWakjtm/,kokokuliner,"newest japanese matcha cafe 🍵
.
cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
.
menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq. recommended banget buat cobain⤵️
.
cafe de ruru
🖥️ @cafederuru 
📍 jl. anggrek no.24, bandung
⏰ 7 am - 9 pm

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #cafederuru #matchabandung #matcha",3,64,2025-09-17 10:28:20,2026-01-13 10:52:24.154895,"{'media_type': 2, 'product_type': 'clips'}",CAFE DE RURU,@cafederuru,"Jl. Anggrek No.24, Bandung",,7 pagi hingga 9 malam,"newest japanese matcha cafe .
cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
.
menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq. recommended banget buat cobain","Jl. Anggrek No.24, Bandung",True,"newest japanese matcha cafe . cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
. menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq.",84,Cafe / Coffee Shop,cafederuru,cafederuru,cafe de ruru 🐯,,"gelato 🍧 l matcha 🍵 l coffee ☕️ 
japan inspired,bandung brewed 
open everyday from 08:00–21:00
jln anggrek no.24 bandung",3638.0,True,Bandung,"Jl. Anggrek No.24, Bandung",7 pagi,9 malam
666,3723358094102772582,DOsBnWakjtm,https://www.instagram.com/p/DOsBnWakjtm/,kokokuliner,"newest japanese matcha cafe 🍵
.
cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
.
menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq. recommended banget buat cobain⤵️
.
cafe de ruru
🖥️ @cafederuru 
📍 jl. anggrek no.24, bandung
⏰ 7 am - 9 pm

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #cafederuru #matchabandung #matcha",3,64,2025-09-17 10:28:20,2026-01-13 10:52:24.154895,"{'media_type': 2, 'product_type': 'clips'}",CAFE DE RURU,@cafederuru,"Jl. Anggrek No.24, Bandung",,7 pagi hingga 9 malam,"newest japanese matcha cafe .
cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
.
menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq. recommended banget buat cobain","Jl. Anggrek No.24, Bandung",True,"newest japanese matcha cafe . cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
. menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq.",84,Dessert / Bakery,cafederuru,cafederuru,cafe de ruru 🐯,,"gelato 🍧 l matcha 🍵 l coffee ☕️ 
japan inspired,bandung brewed 
open everyday from 08:00–21:00
jln anggrek no.24 bandung",3638.0,True,Bandung,"Jl. Anggrek No.24, Bandung",7 pagi,9 malam
666,3723358094102772582,DOsBnWakjtm,https://www.instagram.com/p/DOsBnWakjtm/,kokokuliner,"newest japanese matcha cafe 🍵
.
cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
.
menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq. recommended banget buat cobain⤵️
.
cafe de ruru
🖥️ @cafederuru 
📍 jl. anggrek no.24, bandung
⏰ 7 am - 9 pm

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #cafederuru #matchabandung #matcha",3,64,2025-09-17 10:28:20,2026-01-13 10:52:24.154895,"{'media_type': 2, 'product_type': 'clips'}",CAFE DE RURU,@cafederuru,"Jl. Anggrek No.24, Bandung",,7 pagi hingga 9 malam,"newest japanese matcha cafe .
cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
.
menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq. recommended banget buat cobain","Jl. Anggrek No.24, Bandung",True,"newest japanese matcha cafe . cafe matcha paling beda dan serius! bisa experience bornyaku temae - matcha ritual, duduk di tatami sambil diajarin bikin matcha yang dipairing dengan sweets
. menu disini ada matcha latte, cold whisk dan usucha pake premium blend dan beberapa pilihan ceremonial matcha. ada gelato matcha dan beberapa sweets juga kaya dango, mochi, cake yang bisa dipairing dengan matcha. tempat nya juga cakep banget, suka banget sama matcha bar dan zen garden nya! ternyata mereka masih sisterbeand nya oharang bbq.",84,Western / Fast Food,cafederuru,cafederuru,cafe de ruru 🐯,,"gelato 🍧 l matcha 🍵 l coffee ☕️ 
japan inspired,bandung brewed 
open everyday from 08:00–21:00
jln anggrek no.24 bandung",3638.0,True,Bandung,"Jl. Anggrek No.24, Bandung",7 pagi,9 malam
668,3722541453869764342,DOpH7q7ks72,https://www.instagram.com/p/DOpH7q7ks72/,kokokuliner,"tiap minggu nambah spot matcha estetik di bandung 🍵
.
matchamore
🖥️ @matchamore.id 
📍 jl. terusan pasirkoja no.16, bandung

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #matchabandung #matchamore",3,54,2025-09-16 07:15:19,2026-01-13 10:52:24.183340,"{'media_type': 2, 'product_type': 'clips'}",MATCHAMORE,@matchamore.id,"Jl. Terusan Pasirkoja No.16, Bandung",,,tiap minggu nambah spot matcha estetik di bandung,"Jl. Terusan Pasirkoja No.16, Bandung",False,tiap minggu nambah spot matcha estetik di bandung,8,Cafe / Coffee Shop,matchamore.id,matchamore.id,it’s not just matcha - it’s 𝙈𝘼𝙏𝘾𝙃𝘼𝙈𝙊𝙍𝙀,,"> because 𝙈𝘼𝙏𝘾𝙃𝘼 deserves 𝙈𝙊𝙍𝙀
open everyday | 08 am - 10 pm
find us at :",1042.0,True,Bandung,"Jl. Terusan Pasirkoja No.16, Bandung",,
669,3722058696668352234,DOnaKoQEg7q,https://www.instagram.com/p/DOnaKoQEg7q/,kokokuliner,"mid-autumn mooncake festival 🥮
.
unwrap the joy of mid-autumn with holiday inn bandung pasteur’s premium mooncake box—a thoughtful gift of 4 handcrafted mooncakes, beautifully packed to share sweet moments with family, friends, or colleagues
.
from the elegant packaging to the first bite, every detail is crafted to impress. the mooncakes are soft, rich in flavor, and perfect for celebrating togetherness this festive season
.
holiday inn bandung
🖥️ @holidayinnbandungpasteur 
📍 jl. dr. djunjunan no. 96, bandung
📞 0878 1100 7999
💰 rp 300.000 net/box
📅 tersedia hingga 6 oktober 2025 (pemesanan h-1)

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #kokokulinerhotel #kokokulinerhotelbandung #hotelbandung #mooncakebandung #hampersmooncake #holidayinnhotelbandung",3,47,2025-09-15 15:16:46,2026-01-13 10:52:24.197251,"{'media_type': 2, 'product_type': 'clips'}",HOLIDAY INN BANDUNG,@holidayinnbandungpasteur,"Jl. Dr. Djunjunan No. 96, Bandung",0878 1100 7999,,"mid-autumn mooncake festival .
unwrap the joy of mid-autumn with holiday inn bandung pasteurs premium mooncake boxa thoughtful gift of 4 handcrafted mooncakes, beautifully packed to share sweet moments with family, friends, or colleagues
.
from the elegant packaging to the first bite, every detail is crafted to impress. the mooncakes are soft, rich in flavor, and perfect for celebrating togetherness this festive season","Jl. Dr. Djunjunan No. 96, Bandung",False,"mid-autumn mooncake festival . unwrap the joy of mid-autumn with holiday inn bandung pasteurs premium mooncake boxa thoughtful gift of 4 handcrafted mooncakes, beautifully packed to share sweet moments with family, friends, or colleagues
. from the elegant packaging to the first bite, every detail is crafted to impress. the mooncakes are soft, rich in flavor, and perfect for celebrating togetherness this festive season",64,Event,holidayinnbandungpasteur,holidayinnbandungpasteur,holiday inn bandung pasteur,,"a perfect place for business and leisure travelers.
wedding @holidayinnbandungwedding 
fitness & spa @ninetysixfitnessbandung 
more information
⬇️⬇️",16858.0,False,Bandung,"Jl. Dr. Djunjunan No. 96, Bandung",,
670,3721832721233917824,DOmmyQOkreA,https://www.instagram.com/p/DOmmyQOkreA/,kokokuliner,"the imperial mooncake 🥮🏮
.
this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
.
- hamper set – idr 688,000++/box
- single package – idr 188,000++/box
.
flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
.
special early bird offer
enjoy 25% off until 15 september 2025
.
a perfect gift of tradition, taste, and elegance
.
intercontinental bandung
🖥️ @intercontinental_bandung 
📍jl. resor dago pakar raya 2b, bandung
📞 0811 2142 378

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #kokokulinerhotel #kokokulinerhotelbandung #hotelbandung #intercontinentalbandung #interconbandung #mooncake #mooncakehampers #kooncakehampersbandung #mooncakebandung",3,54,2025-09-15 07:46:17,2026-01-13 10:52:24.207252,"{'media_type': 2, 'product_type': 'clips'}",INTERCONTINENTAL BANDUNG,@intercontinental_bandung,"Jl. Resor Dago Pakar Raya 2B, Bandung",0811 2142 378,,"the imperial mooncake .
this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
.
- hamper set idr 688,000++/box
- single package idr 188,000++/box
.
flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
.
special early bird offer
enjoy 25% off until 15 september 2025
.
a perfect gift of tradition, taste, and elegance","Jl. Resor Dago Pakar Raya 2B, Bandung",False,"the imperial mooncake . this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
. - hamper set idr 688,000++/box
- single package idr 188,000++/box
. flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
. special early bird offer
enjoy 25% off until 15 september 2025
. a perfect gift of tradition, taste, and elegance",73,Event,intercontinental_bandung,intercontinental_bandung,intercontinental bandung,,"experience the heights of luxury in bandung
#intercontinentallife
wedding: @interconbandungwedding
dining: @damairestaurant @tianjinglou",70906.0,True,Bandung,"Jl. Resor Dago Pakar Raya 2B, Bandung",,
670,3721832721233917824,DOmmyQOkreA,https://www.instagram.com/p/DOmmyQOkreA/,kokokuliner,"the imperial mooncake 🥮🏮
.
this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
.
- hamper set – idr 688,000++/box
- single package – idr 188,000++/box
.
flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
.
special early bird offer
enjoy 25% off until 15 september 2025
.
a perfect gift of tradition, taste, and elegance
.
intercontinental bandung
🖥️ @intercontinental_bandung 
📍jl. resor dago pakar raya 2b, bandung
📞 0811 2142 378

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #kokokulinerhotel #kokokulinerhotelbandung #hotelbandung #intercontinentalbandung #interconbandung #mooncake #mooncakehampers #kooncakehampersbandung #mooncakebandung",3,54,2025-09-15 07:46:17,2026-01-13 10:52:24.207252,"{'media_type': 2, 'product_type': 'clips'}",INTERCONTINENTAL BANDUNG,@intercontinental_bandung,"Jl. Resor Dago Pakar Raya 2B, Bandung",0811 2142 378,,"the imperial mooncake .
this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
.
- hamper set idr 688,000++/box
- single package idr 188,000++/box
.
flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
.
special early bird offer
enjoy 25% off until 15 september 2025
.
a perfect gift of tradition, taste, and elegance","Jl. Resor Dago Pakar Raya 2B, Bandung",False,"the imperial mooncake . this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
. - hamper set idr 688,000++/box
- single package idr 188,000++/box
. flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
. special early bird offer
enjoy 25% off until 15 september 2025
. a perfect gift of tradition, taste, and elegance",73,Minuman / Beverage,intercontinental_bandung,intercontinental_bandung,intercontinental bandung,,"experience the heights of luxury in bandung
#intercontinentallife
wedding: @interconbandungwedding
dining: @damairestaurant @tianjinglou",70906.0,True,Bandung,"Jl. Resor Dago Pakar Raya 2B, Bandung",,
670,3721832721233917824,DOmmyQOkreA,https://www.instagram.com/p/DOmmyQOkreA/,kokokuliner,"the imperial mooncake 🥮🏮
.
this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
.
- hamper set – idr 688,000++/box
- single package – idr 188,000++/box
.
flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
.
special early bird offer
enjoy 25% off until 15 september 2025
.
a perfect gift of tradition, taste, and elegance
.
intercontinental bandung
🖥️ @intercontinental_bandung 
📍jl. resor dago pakar raya 2b, bandung
📞 0811 2142 378

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #kokokulinerhotel #kokokulinerhotelbandung #hotelbandung #intercontinentalbandung #interconbandung #mooncake #mooncakehampers #kooncakehampersbandung #mooncakebandung",3,54,2025-09-15 07:46:17,2026-01-13 10:52:24.207252,"{'media_type': 2, 'product_type': 'clips'}",INTERCONTINENTAL BANDUNG,@intercontinental_bandung,"Jl. Resor Dago Pakar Raya 2B, Bandung",0811 2142 378,,"the imperial mooncake .
this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
.
- hamper set idr 688,000++/box
- single package idr 188,000++/box
.
flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
.
special early bird offer
enjoy 25% off until 15 september 2025
.
a perfect gift of tradition, taste, and elegance","Jl. Resor Dago Pakar Raya 2B, Bandung",False,"the imperial mooncake . this mid-autumn festival, celebrate togetherness with intercontinental bandung handcrafted mooncakes, made by expert chefs and filled with exquisite flavors in every bite
. - hamper set idr 688,000++/box
- single package idr 188,000++/box
. flavors to savor: white lotus, red bean, black sesame, green tea, durian, and pandan
. special early bird offer
enjoy 25% off until 15 september 2025
. a perfect gift of tradition, taste, and elegance",73,Restaurant,intercontinental_bandung,intercontinental_bandung,intercontinental bandung,,"experience the heights of luxury in bandung
#intercontinentallife
wedding: @interconbandungwedding
dining: @damairestaurant @tianjinglou",70906.0,True,Bandung,"Jl. Resor Dago Pakar Raya 2B, Bandung",,
672,3721126445193500425,DOkGMlaEhcJ,https://www.instagram.com/p/DOkGMlaEhcJ/,kokokuliner,"new outlet❗️ teazzi tsm 🧋
.
yay! teazzi akhirnya buka di tsm bandung. lagi ada promo all drinks cuma 10k (12-14 sept) dan juga buy 2 get 1 pure tea (15-21 sept)!
.
menu wajib coba di sini:
- jasmine milk tea – wangi, creamy, dan selalu jadi favorit
- four seasons milk tea – balance rasa teh yang khas
- deep roasted oolong milk tea – bold dan aromatic
- apple green tea – ringan, fruity, dan super refreshing
.
cuss langsung kepoin outlet terbarunya⤵️
.
teazzi tsm
🖥️ @teazzi.id 
📍 @transstudiomallbandung, 2nd floor

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #teazzi #teazzitsmbandung #tsmbandung #transstudiomallbandung",3,38,2025-09-14 08:24:28,2026-01-13 10:52:24.232548,"{'media_type': 2, 'product_type': 'clips'}",TEAZZI TSM,@teazzi.id,"@transstudiomallbandung, 2nd Floor",,,"new outlet teazzi tsm .
yay! teazzi akhirnya buka di tsm bandung. lagi ada promo all drinks cuma 10k (12-14 sept) dan juga buy 2 get 1 pure tea (15-21 sept)!
.
menu wajib coba di sini:
- jasmine milk tea wangi, creamy, dan selalu jadi favorit
- four seasons milk tea balance rasa teh yang khas
- deep roasted oolong milk tea bold dan aromatic
- apple green tea ringan, fruity, dan super refreshing
.
cuss langsung kepoin outlet terbarunya","@transstudiomallbandung, 2nd Floor",True,"new outlet teazzi tsm . yay! teazzi akhirnya buka di tsm bandung. lagi ada promo all drinks cuma 10k (12-14 sept) dan juga buy 2 get 1 pure tea (15-21 sept)! . menu wajib coba di sini:
- jasmine milk tea wangi, creamy, dan selalu jadi favorit
- four seasons milk tea balance rasa teh yang khas
- deep roasted oolong milk tea bold dan aromatic
- apple green tea ringan, fruity, dan super refreshing
.",76,Minuman / Beverage,teazzi.id,teazzi.id,teazzi indonesia | premium tea,,"halal certified. 
🔜 soon!
lampung, kcic, wisma 46, kediri, pekanbaru
🚨new!
botani square, wtc, green pramuka square, mall of serang, bigmall samarinda",53843.0,True,Bandung,"@transstudiomallbandung, 2nd Floor",,
673,3720638773601686082,DOiXUB2EtJC,https://www.instagram.com/p/DOiXUB2EtJC/,kokokuliner,"2 days only! promo buy 1 get 1 🥤
.
yay @tianlala.podomorobdg baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
.
jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum! cuss langsung merapat⤵️
.
tianlala podomoro park bandung
🖥️ @tianlala.podomorobdg 
📍 ruko neo plaza e/12, podomoro park bandung
⏰ 8 am - 9 pm

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #tianlalapodomoroparkbandung #tianlalabandung #podomoroparkbandung",3,96,2025-09-13 16:12:25,2026-01-13 10:52:24.242827,"{'media_type': 2, 'product_type': 'clips'}",TIANLALA PODOMORO PARK BANDUNG,@tianlala.podomorobdg,"Ruko Neo Plaza E/12, Podomoro Park Bandung",,8 pagi hingga 9 malam,"2 days only! promo buy 1 get 1 .
yay baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
.
jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum! cuss langsung merapat","Ruko Neo Plaza E/12, Podomoro Park Bandung",True,"2 days only! promo buy 1 get 1 . yay baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
. jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum!",61,Dessert / Bakery,tianlala.podomorobdg,tianlala.podomorobdg,tianlala podomoro park bandung,,"fresh fruit tea🧋& ice cream🍦
halal certified
⏰ weekday 09.00-22.00
⏰ weekend 08.00-22.00
📍neo plaza ruko e-12 podomoro park
gofood.grabfood.shopeefood",2631.0,True,Bandung,"Ruko Neo Plaza E/12, Podomoro Park Bandung",8 pagi,9 malam
673,3720638773601686082,DOiXUB2EtJC,https://www.instagram.com/p/DOiXUB2EtJC/,kokokuliner,"2 days only! promo buy 1 get 1 🥤
.
yay @tianlala.podomorobdg baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
.
jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum! cuss langsung merapat⤵️
.
tianlala podomoro park bandung
🖥️ @tianlala.podomorobdg 
📍 ruko neo plaza e/12, podomoro park bandung
⏰ 8 am - 9 pm

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #tianlalapodomoroparkbandung #tianlalabandung #podomoroparkbandung",3,96,2025-09-13 16:12:25,2026-01-13 10:52:24.242827,"{'media_type': 2, 'product_type': 'clips'}",TIANLALA PODOMORO PARK BANDUNG,@tianlala.podomorobdg,"Ruko Neo Plaza E/12, Podomoro Park Bandung",,8 pagi hingga 9 malam,"2 days only! promo buy 1 get 1 .
yay baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
.
jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum! cuss langsung merapat","Ruko Neo Plaza E/12, Podomoro Park Bandung",True,"2 days only! promo buy 1 get 1 . yay baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
. jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum!",61,Minuman / Beverage,tianlala.podomorobdg,tianlala.podomorobdg,tianlala podomoro park bandung,,"fresh fruit tea🧋& ice cream🍦
halal certified
⏰ weekday 09.00-22.00
⏰ weekend 08.00-22.00
📍neo plaza ruko e-12 podomoro park
gofood.grabfood.shopeefood",2631.0,True,Bandung,"Ruko Neo Plaza E/12, Podomoro Park Bandung",8 pagi,9 malam
673,3720638773601686082,DOiXUB2EtJC,https://www.instagram.com/p/DOiXUB2EtJC/,kokokuliner,"2 days only! promo buy 1 get 1 🥤
.
yay @tianlala.podomorobdg baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
.
jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum! cuss langsung merapat⤵️
.
tianlala podomoro park bandung
🖥️ @tianlala.podomorobdg 
📍 ruko neo plaza e/12, podomoro park bandung
⏰ 8 am - 9 pm

#kokokuliner #bandung #kokokulinerbandung
#kokokulinervideo #kokokulinerfoodchannel 
#upperclassfoodies #verifiedfoodies #kulinerbandung #tianlalapodomoroparkbandung #tianlalabandung #podomoroparkbandung",3,96,2025-09-13 16:12:25,2026-01-13 10:52:24.242827,"{'media_type': 2, 'product_type': 'clips'}",TIANLALA PODOMORO PARK BANDUNG,@tianlala.podomorobdg,"Ruko Neo Plaza E/12, Podomoro Park Bandung",,8 pagi hingga 9 malam,"2 days only! promo buy 1 get 1 .
yay baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
.
jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum! cuss langsung merapat","Ruko Neo Plaza E/12, Podomoro Park Bandung",True,"2 days only! promo buy 1 get 1 . yay baru aja buka! dining areanya luas dan pewe buat nongki2, ada indoor ber-ac, backyard, & sunset deck di lantai 2 nya
. jangan lewatkan promo grand opening buy 1 get 1 all variants cuma 2 hari aja 13 & 14 september 2025. menangin juga grand prize air fryer & robot vacuum!",61,Restaurant,tianlala.podomorobdg,tianlala.podomorobdg,tianlala podomoro park bandung,,"fresh fruit tea🧋& ice cream🍦
halal certified
⏰ weekday 09.00-22.00
⏰ weekend 08.00-22.00
📍neo plaza ruko e-12 podomoro park
gofood.grabfood.shopeefood",2631.0,True,Bandung,"Ruko Neo Plaza E/12, Podomoro Park Bandung",8 pagi,9 malam
